5  52.15  11.27
15 61.62  11.40
25 74.67  9.84
35 79.89  9.81
45 80.50  9.79
50 81.21  10.11
55 82.18  10.16
60 82.33  10.31
65 82.04  10.09
70 81.98  10.25
