4  50.92  9.39
8  73.11  9.87
9  80.58  9.70
10 79.42  10.23
11 84.14  9.78
12 83.78  9.65
13 86.34  9.54
14 85.67  10.01
16 86.04  9.33
20 86.16  9.98
24 86.23  9.63
28 86.46  9.48
32 86.54  9.64
